 ,Label,Area,Mean,Min,Max,X,Y,Angle,Length
57,slice1-100um-glutamate.lif - Image006:0002-0740-0720:c:2/2 - Image006,0.911,246.968,175.000,255.000,129.930,133.478,-43.531,4.847
58,slice1-100um-glutamate.lif - Image006:0002-0767-0748:c:2/2 - Image006,0.878,223.283,125.333,255.000,135.041,138.408,-43.452,4.762
59,slice1-100um-glutamate.lif - Image006:0002-0917-0904:c:2/2 - Image006,0.846,237.452,187.444,255.000,163.059,165.344,-40.101,4.435
60,slice1-100um-glutamate.lif - Image006:0002-0356-0550:c:2/2 - Image006,0.781,230.203,171.667,255.000,99.146,64.334,12.804,4.083
61,slice1-100um-glutamate.lif - Image006:0002-0269-0377:c:2/2 - Image006,0.553,196.960,151.875,255.000,68.182,48.641,-55.305,2.838
62,slice1-100um-glutamate.lif - Image006:0001-0325-0259:c:1/2 - Image006,0.846,247.065,121.667,255.000,46.837,58.562,-33.690,4.503
63,slice1-100um-glutamate.lif - Image006:0001-0497-0084:c:1/2 - Image006,0.748,239.873,39.444,255.000,15.212,89.707,73.301,3.882
64,slice1-100um-glutamate.lif - Image006:0001-0385-0148:c:1/2 - Image006,0.455,253.198,235.444,255.000,26.756,69.565,-53.973,2.335
65,slice1-100um-glutamate.lif - Image006:0001-0393-0163:c:1/2 - Image006,0.521,251.026,202.111,255.000,29.341,70.948,-33.690,2.670
66,slice1-100um-glutamate.lif - Image006:0001-0987-0598:c:1/2 - Image006,0.553,237.797,154.000,255.000,107.924,178.090,66.801,2.815
67,slice1-100um-glutamate.lif - Image006:0001-0934-0567:c:1/2 - Image006,0.586,237.859,134.667,255.000,102.393,168.591,-49.764,3.080
68,slice1-100um-glutamate.lif - Series004:0007-0426-0758:z:7/33 - Series004,0.846,182.462,71.000,246.524,136.785,76.900,28.610,4.579
69,slice1-100um-glutamate.lif - Series004:0007-0439-0734:z:7/33 - Series004,0.683,104.957,37.000,219.440,132.395,79.305,34.509,3.537
70,slice1-100um-glutamate.lif - Series004:0007-1015-0256:z:7/33 - Series004,0.813,195.002,108.944,255.000,46.176,183.141,19.179,4.336
71,slice1-100um-glutamate.lif - Series004:0001-0887-0308:z:1/33 - Series004,0.716,212.178,89.889,255.000,55.616,159.933,-48.814,3.835
72,slice1-100um-glutamate.lif - Series004:0001-0953-0189:z:1/33 - Series004,0.358,185.331,114.889,225.933,34.211,172.078,-71.565,1.788
73,slice1-100um-glutamate.lif - Series004:0001-0961-0204:z:1/33 - Series004,0.293,197.887,26.000,255.000,36.857,173.401,-26.565,1.507
74,slice1-100um-glutamate.lif - Series004:0026-0588-0296:z:26/33 - Series004,0.521,157.773,85.000,222.147,53.451,106.121,56.310,2.768
75,slice1-100um-glutamate.lif - Series004:0026-0659-0300:z:26/33 - Series004,0.488,188.834,56.333,255.000,54.293,118.927,77.905,2.479
76,slice1-100um-glutamate.lif - Series004:0026-0673-0302:z:26/33 - Series004,0.358,188.945,87.000,255.000,54.594,121.453,106.699,1.751
77,slice1-100um-glutamate.lif - Series004:0026-0888-0465:z:26/33 - Series004,0.455,212.597,54.556,255.000,83.935,160.113,-51.340,2.310
78,slice1-100um-glutamate.lif - Series004:0026-0907-0482:z:26/33 - Series004,0.586,139.830,40.333,210.145,86.881,163.660,-54.462,3.006
79,slice1-100um-glutamate.lif - Series004:0026-1010-0194:z:26/33 - Series004,0.716,114.445,55.667,149.186,34.933,182.239,29.055,3.714
80,slice1-100um-glutamate.lif - Series004:0030-0758-0456:z:30/33 - Series004,0.521,214.342,99.222,255.000,82.311,136.664,-66.801,2.747
81,slice1-100um-glutamate.lif - Series004:0030-0788-0468:z:30/33 - Series004,0.488,200.109,57.000,255.000,84.416,142.196,-56.310,2.502
82,slice1-100um-glutamate.lif - Series004:0014-0971-0342:z:14/33 - Series004,0.944,207.046,102.333,255.000,61.809,175.265,100.491,5.023
83,slice1-100um-glutamate.lif - Series004:0014-0989-0357:z:14/33 - Series004,0.390,195.946,80.000,243.333,64.514,178.451,0.000,2.044
84,slice1-100um-glutamate.lif - Series004:0011-0440-0730:z:11/33 - Series004,0.846,234.137,144.081,255.000,131.734,79.425,41.634,4.435
85,slice1-100um-glutamate.lif - Series004:0011-0427-0757:z:11/33 - Series004,0.911,188.303,77.889,255.000,136.724,76.960,31.329,4.908
86,slice1-100um-glutamate.lif - Series004:0016-0509-0844:z:16/33 - Series004,0.488,131.597,108.476,162.619,152.357,91.751,-77.905,2.596
87,slice1-100um-glutamate.lif - Series004:0001-0589-0657:z:1/33 - Series004,0.618,151.511,53.444,209.210,118.567,106.361,-47.291,3.317
88,slice1-100um-glutamate.lif - Series004:0015-0583-0378:z:15/33 - Series004,0.455,113.997,43.111,166.909,68.182,105.279,77.005,2.335
89,slice1-100um-glutamate.lif - Series004:0015-0286-0259:z:15/33 - Series004,0.521,242.147,109.000,255.000,46.717,51.708,82.405,2.670
90,slice1-100um-glutamate.lif - Series004:0015-0272-0257:z:15/33 - Series004,0.358,212.333,109.333,255.000,46.537,49.002,-84.289,1.820
91,slice1-100um-glutamate.lif - Series004:0015-0335-0370:z:15/33 - Series004,0.455,179.373,39.000,228.438,66.739,60.426,-26.565,2.420
92,slice1-100um-glutamate.lif - Series004:0015-0324-0357:z:15/33 - Series004,0.553,49.733,8.434,184.260,64.334,58.381,-39.806,2.818
93,slice1-100um-glutamate.lif - Series004:0028-0867-0560:z:28/33 - Series004,0.846,166.941,36.000,237.523,101.010,156.385,125.538,4.571
94,slice1-100um-glutamate.lif - Series004:0033-0812-0577:z:33/33 - Series004,0.618,99.966,44.333,149.188,104.257,146.585,10.008,3.163
95,slice1-100um-glutamate.lif - Series004:0029-0697-0538:z:29/33 - Series004,0.553,199.186,57.667,255.000,97.102,125.721,60.255,2.970
96,slice1-100um-glutamate.lif - Series004:0017-1014-0172:z:17/33 - Series004,0.521,234.165,171.569,255.000,31.085,182.961,-23.199,2.747
97,slice1-100um-glutamate.lif - Series004:0017-1007-0159:z:17/33 - Series004,0.390,221.579,106.884,255.000,28.860,181.698,-33.690,1.939
98,slice1-100um-glutamate.lif - Series004:0017-0977-0345:z:17/33 - Series004,0.586,194.164,136.889,243.907,62.169,176.227,103.241,3.092
99,slice1-100um-glutamate.lif - Series004:0017-0990-0357:z:17/33 - Series004,0.553,192.961,46.667,255.000,64.334,178.571,0.000,2.886
100,slice1-100um-glutamate.lif - Series004:0017-0932-0383:z:17/33 - Series004,0.455,119.429,40.556,185.220,69.024,168.050,51.340,2.310
101,slice1-100um-glutamate.lif - Series004:0017-0815-0316:z:17/33 - Series004,0.455,227.930,134.556,255.000,56.999,147.006,77.005,2.335
102,slice1-100um-glutamate.lif - Series004:0017-0803-0329:z:17/33 - Series004,0.390,226.260,122.333,255.000,59.343,145.022,56.310,2.001
103,slice1-100um-glutamate.lif - Series004:0020-0561-0140:z:20/33 - Series004,0.455,192.409,46.556,255.000,25.313,101.371,61.390,2.313
104,slice1-100um-glutamate.lif - Series004:0020-0550-0150:z:20/33 - Series004,0.488,198.783,66.111,255.000,27.177,99.327,68.962,2.479
105,slice1-100um-glutamate.lif - Series004:0013-0270-0256:z:13/33 - Series004,0.358,219.802,52.444,255.000,46.356,48.882,-71.565,1.788
106,slice1-100um-glutamate.lif - Series004:0013-0291-0257:z:13/33 - Series004,0.716,176.660,56.143,255.000,46.356,52.549,75.964,3.822
107,slice1-100um-glutamate.lif - Series004:0011-0387-0394:z:11/33 - Series004,0.488,227.165,112.000,255.000,71.188,69.925,50.711,2.557
108,slice1-100um-glutamate.lif - Series004:0025-0442-0330:z:25/33 - Series004,0.488,182.515,155.667,237.993,59.464,79.726,-45.000,2.551
109,slice1-100um-glutamate.lif - Series004:0025-0581-0363:z:25/33 - Series004,0.423,189.678,82.000,250.000,65.596,104.918,65.556,2.100
110,slice1-100um-glutamate.lif - Series004:0001-0759-0017:z:1/33 - Series004,0.390,227.684,78.333,255.000,3.247,136.965,63.435,2.044
111,slice1-100um-glutamate.lif - Series004:0001-0556-0366:z:1/33 - Series004,0.618,185.647,55.000,255.000,66.077,100.349,71.565,3.309
